期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2020045,2020-06-02(二),"02,03,15,21,22,33",16,348295556,1010042406,16,6075531,115,187048,1443,3000,75653,200,1350994,10,10330554,5,"辽宁1注,江苏1注,浙江10注,江西1注,重庆1注,河南1注,云南1注,共16注。"
2020044,2020-05-31(日),"07,08,16,17,19,24",07,379328476,1042719025,10,6803090,107,210641,1863,3000,92825,200,1618618,10,11075249,5,"北京1注,江苏1注,福建2注,江西1注,重庆1注,湖北1注,广东1注,贵州1注,陕西1注,共10注。"
2020043,2020-05-28(四),"01,11,24,25,27,30",07,360394276,1043134035,5,7928059,64,285943,1287,3000,64469,200,1232686,10,14862010,5,"安徽1注,山东1注,广东1注,四川1注,青海1注,共5注。"
2020042,2020-05-26(二),"02,06,07,11,14,31",03,345472844,1027873219,5,8415115,98,217800,1302,3000,66541,200,1258725,10,10820470,5,"内蒙古1注,浙江1注,海南1注,云南1注,深圳1注,共5注。"
2020041,2020-05-24(日),"06,07,16,22,24,25",13,372422582,1005915378,2,10000000,102,255217,1347,3000,65436,200,1239183,10,9767677,5,"辽宁1注,浙江1注,共2注。"
2020040,2020-05-21(四),"01,06,12,16,19,21",04,341533118,947818891,5,8416563,92,232103,1462,3000,62512,200,1172655,10,10664440,5,"上海2注,浙江1注,河南1注,新疆1注,共5注。"
2020039,2020-05-19(二),"02,09,10,11,16,29",02,341609556,925841149,9,6952125,166,132297,1872,3000,82590,200,1424993,10,8631819,5,"河北1注,江苏1注,福建1注,江西2注,湖南1注,海南1注,云南1注,新疆1注,共9注。"
2020038,2020-05-17(日),"01,06,07,18,23,24",15,374760420,922526038,15,6276646,317,75511,2605,3000,108654,200,1687254,10,8293150,5,"河北1注,上海2注,江苏1注,浙江3注,江西1注,山东1注,重庆1注,湖南1注,广东1注,四川1注,贵州2注,共15注。"
2020037,2020-05-14(四),"01,04,11,13,17,24",15,350126486,944864355,6,6810277,65,208878,1804,3000,90393,200,1553187,10,15646239,5,"辽宁1注,黑龙江1注,江西1注,湖南1注,甘肃1注,新疆1注,共6注。"
2020036,2020-05-12(二),"07,09,16,22,24,32",06,346455736,944994783,3,10000000,104,204187,1512,3000,66818,200,1233642,10,10917078,5,"辽宁1注,河南1注,广西1注,共3注。"
2020035,2020-05-10(日),"10,14,24,25,28,33",11,371811232,911288358,4,9777104,97,246242,1144,3000,63216,200,1222131,10,11669779,5,"浙江1注,安徽1注,湖北1注,广东1注,共4注。"
2020034,2020-05-07(四),"02,08,15,16,26,32",03,340793680,878740204,11,6780706,182,134531,1906,3000,62357,200,1093267,10,7985600,5,"天津1注,河北1注,江苏2注,浙江2注,安徽1注,河南1注,湖北1注,四川1注,贵州1注,共11注。"
2020033,2020-05-05(二),"07,10,12,21,31,32",01,320555362,879873846,4,10000000,97,263480,753,3000,49189,200,1029633,10,6489690,5,"江苏4注,共4注。"
2020032,2020-05-03(日),"03,11,13,14,15,26",13,338904002,843200936,11,6588951,135,161837,1606,3000,79333,200,1458725,10,8679754,5,"河北1注,辽宁1注,湖南1注,广东1注,广西1注,四川3注,云南1注,新疆2注,共11注。"
2020031,2020-04-30(四),"02,05,09,15,16,27",09,323903392,850135149,14,5603722,310,34081,3568,3000,140308,200,1985178,10,11566940,5,"河北1注,黑龙江1注,江苏1注,浙江2注,湖北2注,湖南2注,四川3注,陕西2注,共14注。"
2020030,2020-04-28(二),"17,18,21,29,30,32",03,327786632,896891829,1,10000000,74,322591,894,3000,44840,200,944906,10,8805838,5,"湖南1注,共1注。"
2020029,2020-04-26(日),"01,12,18,20,30,32",05,364268814,835276431,7,7432574,63,337857,983,3000,56195,200,1103123,10,13626479,5,"山西1注,上海5注,湖南1注,共7注。"
2020028,2020-04-23(四),"05,06,15,18,26,32",08,323795596,823449380,7,7465464,153,140998,1247,3000,77287,200,1398236,10,7837568,5,"浙江1注,安徽1注,山东1注,湖南1注,广东2注,贵州1注,共7注。"
2020027,2020-04-21(二),"12,13,14,24,25,28",06,324196702,810989197,3,10000000,112,211713,925,3000,54737,200,1093772,10,7869705,5,"河北1注,吉林1注,安徽1注,共3注。"
2020026,2020-04-19(日),"01,04,09,18,19,31",06,349633986,769853394,3,10000000,106,181297,1637,3000,82288,200,1413264,10,11789854,5,"安徽1注,福建1注,陕西1注,共3注。"
2020025,2020-04-16(四),"01,09,10,15,20,29",02,321611812,742200788,4,9977229,156,159526,1019,3000,59218,200,1113338,10,6402243,5,"内蒙古1注,山东1注,湖南2注,共4注。"
2020024,2020-04-14(二),"10,13,27,28,29,31",08,317568426,707451262,8,7028971,94,215848,1242,3000,57338,200,1048812,10,9753591,5,"山西5注,山东1注,重庆1注,湖北1注,共8注。"
2020023,2020-04-12(日),"04,05,20,21,30,33",08,340318270,702813893,6,7277843,107,159661,1196,3000,68575,200,1249075,10,13725381,5,"江苏1注,浙江1注,安徽1注,广东1注,贵州1注,陕西1注,共6注。"
2020022,2020-04-09(四),"02,10,20,22,25,30",02,311416184,695229480,8,6761570,97,181605,2094,3000,72617,200,1273655,10,9717835,5,"内蒙古2注,辽宁1注,江苏2注,安徽1注,山东1注,广西1注,共8注。"
2020021,2020-04-07(二),"02,06,14,16,27,31",07,296655800,696474938,5,7581452,116,139086,1546,3000,70738,200,1184858,10,10038171,5,"上海1注,福建1注,山东2注,广西1注,共5注。"
2020020,2020-04-05(日),"01,06,09,13,15,22",14,310764432,685979970,4,9871526,91,267666,762,3000,48639,200,1054084,10,6457880,5,"江苏1注,福建1注,广东1注,贵州1注,共4注。"
2020019,2020-04-02(四),"15,19,27,28,30,33",03,293920314,652393178,7,7437091,60,355409,742,3000,42028,200,875131,10,7867970,5,"河北2注,山西1注,辽宁1注,浙江1注,江西1注,广东1注,共7注。"
2020018,2020-03-31(二),"05,07,08,11,17,22",13,287194532,640479172,8,6340865,188,71322,1495,3000,73756,200,1291575,10,10987748,5,"辽宁2注,黑龙江1注,上海1注,江苏2注,山东1注,陕西1注,共8注。"
2020017,2020-03-29(日),"02,04,07,15,20,27",04,295712918,650980126,15,5992154,127,146479,1420,3000,66629,200,1212627,10,8155131,5,"内蒙古1注,江苏6注,浙江1注,安徽1注,福建2注,山东1注,广东1注,陕西2注,共15注。"
2020016,2020-03-26(四),"05,06,08,17,24,27",07,260860736,685053744,12,5979822,89,165138,1553,3000,66763,200,1186152,10,7831862,5,"辽宁4注,上海1注,江苏1注,福建1注,江西1注,广西3注,海南1注,共12注。"
2020015,2020-03-24(二),"08,09,22,24,30,33",01,255551054,712719613,1,10000000,60,337347,645,3000,36291,200,818351,10,5375991,5,"福建1注,共1注。"
2020014,2020-03-22(日),"02,07,08,10,12,16",07,261933168,661997100,5,6947355,66,184408,1406,3000,67772,200,1147920,10,10082352,5,"内蒙古1注,浙江1注,广东1注,陕西1注,甘肃1注,共5注。"
2020013,2020-03-19(四),"02,08,10,20,21,30",14,215545590,660220960,4,7500138,184,67938,1393,3000,65776,200,1048801,10,5558473,5,"山西1注,辽宁1注,浙江2注,共4注。"
2020012,2020-03-17(二),"04,13,14,23,26,31",09,198501652,652719440,3,8598462,112,120484,690,3000,36935,200,677479,10,5411415,5,"江西1注,山东1注,云南1注,共3注。"
2020011,2020-03-15(日),"04,05,07,17,18,29",01,176331724,638032121,8,6079680,67,161146,971,3000,48228,200,856470,10,4418406,5,"上海1注,浙江2注,安徽1注,江西1注,山东1注,广西1注,云南1注,共8注。"
2020010,2020-03-12(四),"11,14,22,27,31,32",09,142522854,654279153,2,8485717,42,207483,563,3000,27557,200,498088,10,4559549,5,"江苏1注,陕西1注,共2注。"
2020009,2020-01-21(二),"03,06,08,14,19,26",12,405733380,645107708,16,6003258,253,79308,3295,3000,130201,200,2055820,10,12413050,5,"北京6注,辽宁1注,上海1注,江苏2注,山东2注,重庆1注,广东1注,四川2注,共16注。"
2020008,2020-01-19(日),"01,04,06,10,11,28",16,395048088,680964320,17,6202629,262,97541,1890,3000,95019,200,1668826,10,9997594,5,"河北4注,山西1注,辽宁1注,江苏1注,福建2注,山东1注,河南2注,湖南1注,四川1注,贵州1注,新疆2注,共17注。"
2020007,2020-01-16(四),"05,12,17,20,25,31",10,358035962,709741377,38,5371408,269,65583,2413,3000,101233,200,1615970,10,12244954,5,"天津1注,河北1注,吉林1注,上海6注,江苏1注,浙江1注,安徽15注,江西1注,湖北2注,广东1注,广西4注,四川1注,云南1注,深圳2注,共38注。"
2020006,2020-01-14(二),"03,04,05,10,16,32",09,361697316,860929224,20,5735328,363,50642,2293,3000,91146,200,1388625,10,12940873,5,"浙江12注,重庆1注,河南1注,广东1注,广西1注,四川4注,共20注。"
2020005,2020-01-12(日),"11,16,17,22,26,32",04,400642476,920486146,8,7446888,224,109236,1925,3000,83358,200,1406473,10,12385588,5,"河北3注,安徽1注,江西1注,湖北2注,广西1注,共8注。"
2020004,2020-01-09(四),"02,15,17,27,32,33",03,370826158,906654598,7,7900679,189,134290,2010,3000,81474,200,1347170,10,8876908,5,"山西1注,浙江2注,山东1注,广东1注,广西1注,云南1注,共7注。"
2020003,2020-01-07(二),"09,17,26,29,30,32",03,368960938,885816521,16,6237758,134,184740,1708,3000,73097,200,1342832,10,9719687,5,"江苏1注,浙江12注,湖北1注,湖南1注,云南1注,共16注。"
2020002,2020-01-05(日),"04,09,14,15,16,29",11,410784878,911355134,16,6188650,194,122541,2193,3000,102658,200,1708975,10,12398437,5,"北京1注,天津1注,河北1注,山西1注,辽宁1注,江苏1注,安徽1注,山东2注,重庆2注,广东2注,贵州1注,云南2注,共16注。"
2020001,2020-01-02(四),"02,15,23,26,29,30",02,388311860,939054504,4,10000000,113,275836,1002,3000,57520,200,1191091,10,7834739,5,"河南1注,湖北1注,四川2注,共4注。"
2019151,2019-12-31(二),"02,06,09,18,24,26",14,405999712,885545850,8,8200266,121,264484,1109,3000,62784,200,1318527,10,8372025,5,"辽宁1注,吉林1注,福建1注,湖南1注,广西1注,青海1注,深圳2注,共8注。"
2019150,2019-12-29(日),"02,09,14,22,27,29",02,424037140,855139985,9,7571049,158,183065,1906,3000,86310,200,1544737,10,10730718,5,"安徽1注,山东1注,广东1注,陕西1注,深圳5注,共9注。"
2019149,2019-12-26(四),"01,06,27,28,31,33",07,401837358,836506504,16,6041786,120,173631,1598,3000,77279,200,1403798,10,15853923,5,"北京1注,江苏1注,浙江6注,福建1注,湖南1注,广东1注,四川1注,云南1注,陕西2注,深圳1注,共16注。其中一等奖特别奖为：北京1注,云南1注,陕西2注,深圳1注。"
2019148,2019-12-24(二),"09,10,13,20,26,27",08,412835082,870667904,42,5386963,179,113495,2290,3000,97261,200,1647090,10,15646733,5,"河北1注,山西3注,吉林1注,黑龙江1注,上海4注,江苏1注,浙江6注,安徽1注,山东4注,河南2注,湖北1注,湖南1注,广东5注,四川3注,贵州3注,云南2注,陕西1注,青海1注,宁夏1注,共42注。其中一等奖特别奖为：浙江2注,山东1注；一等奖普惠奖为：河北1注,山西3注,吉林1注,黑龙江1注,上海4注,江苏1注,浙江4注,安徽1注,山东3注,河南2注,湖北1注,湖南1注,广东5注,四川3注,贵州3注,云南2注,陕西1注,青海1注,宁夏1注。"
2019147,2019-12-22(日),"01,09,12,14,23,27",12,428843148,1035973571,10,7003459,120,208693,1629,3000,85889,200,1585960,10,14407158,5,"河北4注,内蒙古1注,陕西1注,甘肃2注,新疆1注,深圳1注,共10注。其中一等奖特别奖为：河北4注,内蒙古1注,新疆1注；一等奖普惠奖为：陕西1注,甘肃2注,深圳1注。"
2019146,2019-12-19(四),"01,04,10,12,30,32",14,400822952,1030878448,4,10000000,82,411505,806,3000,46154,200,998965,10,7958222,5,"河北1注,浙江1注,陕西2注,共4注。其中一等奖特别奖为：浙江1注,陕西2注；一等奖普惠奖为：河北1注。"
2019145,2019-12-17(二),"01,08,13,17,18,19",16,404721396,969648184,15,6299971,145,168099,2046,3000,106355,200,1848486,10,10984352,5,"北京1注,辽宁1注,黑龙江2注,上海1注,江苏1注,浙江2注,安徽1注,重庆2注,贵州1注,云南1注,甘肃2注,共15注。其中一等奖特别奖为：浙江1注,安徽1注,重庆2注,甘肃2注；一等奖普惠奖为：北京1注,辽宁1注,黑龙江2注,上海1注,江苏1注,浙江1注,贵州1注,云南1注。"
2019144,2019-12-15(日),"02,12,15,19,27,30",03,448943976,991024359,13,6951733,276,114911,1748,3000,84386,200,1591131,10,11017466,5,"天津2注,辽宁1注,江苏2注,浙江2注,重庆1注,广东2注,云南1注,新疆1注,深圳1注,共13注。其中一等奖特别奖为：天津1注,辽宁1注,江苏1注,浙江1注,广东2注,云南1注,新疆1注；一等奖普惠奖为：天津1注,江苏1注,浙江1注,重庆1注,深圳1注。"
2019143,2019-12-12(四),"05,13,15,16,26,32",09,421054466,986249870,11,6396823,471,40777,2602,3000,119572,200,1977738,10,15598720,5,"内蒙古1注,上海2注,江西1注,重庆2注,河南1注,湖北2注,四川2注,共11注。其中一等奖特别奖为：内蒙古1注,上海2注,江西1注,重庆2注,河南1注,湖北1注,四川2注；一等奖普惠奖为：湖北1注。"
2019142,2019-12-10(二),"08,14,24,27,29,33",09,429455474,998995951,14,5681439,72,165627,1769,3000,90904,200,1628219,10,24592484,5,"河北1注,江苏1注,浙江1注,福建5注,广西1注,新疆5注,共14注。其中一等奖特别奖为：河北1注,江苏1注,福建5注,广西1注,新疆5注；一等奖普惠奖为：浙江1注。"
2019141,2019-12-08(日),"10,13,14,15,17,33",14,466103236,1042760527,2,10000000,101,317944,1288,3000,73243,200,1486187,10,13313326,5,"山东2注,共2注。其中一等奖特别奖为：山东2注。"
2019140,2019-12-05(四),"02,04,09,11,14,22",05,421874374,966423413,25,5699960,187,116972,2146,3000,103247,200,1816465,10,14794261,5,"北京5注,河北1注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江4注,江西1注,山东1注,湖北1注,广东2注,四川3注,陕西2注,深圳1注,共25注。其中一等奖特别奖为：北京5注,河北1注,辽宁1注,黑龙江1注,浙江4注,山东1注,湖北1注,广东2注,四川3注,陕西1注,深圳1注；一等奖普惠奖为：山西1注,吉林1注,江西1注,陕西1注。"
2019139,2019-12-03(二),"08,14,20,23,30,33",11,420684332,1043301115,4,10000000,87,370721,996,3000,59751,200,1303622,10,9829994,5,"辽宁1注,浙江1注,安徽1注,重庆1注,共4注。其中一等奖特别奖为：浙江1注；一等奖普惠奖为：辽宁1注,安徽1注,重庆1注。"
2019138,2019-12-01(日),"02,06,12,30,31,32",11,455574142,986542917,15,6123356,221,95307,2215,3000,100630,200,1773938,10,18893849,5,"北京1注,河北3注,山西1注,内蒙古1注,上海2注,江西1注,重庆2注,河南1注,贵州1注,甘肃1注,宁夏1注,共15注。其中一等奖特别奖为：北京1注,河北2注,山西1注,内蒙古1注,上海2注,江西1注,重庆2注,甘肃1注,宁夏1注；一等奖普惠奖为：河北1注,河南1注,贵州1注。"
2019137,2019-11-28(四),"07,10,13,19,23,31",06,414318454,1015204480,27,5601120,230,88207,3092,3000,120305,200,1972407,10,13760746,5,"北京1注,天津1注,内蒙古4注,辽宁2注,吉林2注,黑龙江2注,上海2注,江苏1注,浙江3注,安徽1注,福建1注,江西2注,重庆1注,湖北1注,四川1注,甘肃1注,深圳1注,共27注。其中一等奖特别奖为：天津1注,内蒙古4注,吉林1注,黑龙江2注,上海1注,浙江2注,安徽1注,福建1注,江西1注,重庆1注,湖北1注,四川1注,甘肃1注,深圳1注；一等奖普惠奖为：北京1注,辽宁2注,吉林1注,上海1注,江苏1注,浙江1注,江西1注。"
2019136,2019-11-26(二),"12,14,15,17,29,33",12,411048748,1105571297,7,7822924,50,494011,1204,3000,64067,200,1300032,10,14637160,5,"福建1注,山东2注,湖南1注,广东2注,甘肃1注,共7注。其中一等奖特别奖为：山东1注,湖南1注,广东2注,甘肃1注；一等奖普惠奖为：福建1注,山东1注。"
2019135,2019-11-24(日),"03,06,10,11,27,33",03,448749008,1086229996,4,10000000,145,227222,1826,3000,86246,200,1582143,10,9909893,5,"江苏1注,福建2注,河南1注,共4注。其中一等奖特别奖为：福建1注,河南1注；一等奖普惠奖为：江苏1注,福建1注。"
2019134,2019-11-21(四),"01,04,06,22,29,30",03,424644500,1027388308,7,8383006,99,299003,1220,3000,66274,200,1329344,10,11892467,5,"天津2注,辽宁1注,黑龙江1注,福建2注,贵州1注,共7注。其中一等奖特别奖为：天津2注,黑龙江1注,福建2注；一等奖普惠奖为：辽宁1注,贵州1注。"
2019133,2019-11-19(二),"03,07,16,21,24,31",07,412973230,997265432,10,7387274,163,183073,1450,3000,75438,200,1347562,10,10015984,5,"辽宁1注,上海1注,江苏1注,山东2注,湖南2注,贵州1注,宁夏1注,深圳1注,共10注。其中一等奖特别奖为：上海1注,江苏1注,山东2注,湖南1注,贵州1注；一等奖普惠奖为：辽宁1注,湖南1注,宁夏1注,深圳1注。"
2019132,2019-11-17(日),"04,06,11,14,19,33",07,443878462,981615374,7,8159750,141,196083,1697,3000,90323,200,1695603,10,13359513,5,"北京1注,浙江1注,江西2注,广东2注,四川1注,共7注。其中一等奖特别奖为：北京1注,浙江1注,江西2注,广东2注,四川1注。"
2019131,2019-11-14(四),"09,17,19,20,24,31",04,413548024,955790186,12,6956355,195,150488,1396,3000,71263,200,1344951,10,10673415,5,"浙江1注,福建1注,江西1注,河南4注,湖北1注,湖南1注,广东2注,新疆1注,共12注。其中一等奖特别奖为：福建1注,江西1注,河南3注,湖北1注,湖南1注,广东1注；一等奖普惠奖为：浙江1注,河南1注,广东1注,新疆1注。"
2019130,2019-11-12(二),"01,07,09,11,24,32",16,418172282,951230446,15,6791765,151,222487,1080,3000,60180,200,1227522,10,8594161,5,"河北2注,内蒙古1注,江西5注,河南1注,湖南1注,四川5注,共15注。其中一等奖特别奖为：河北2注,内蒙古1注,江西5注,四川4注；一等奖普惠奖为：河南1注,湖南1注,四川1注。"
2019129,2019-11-10(日),"03,04,07,09,15,26",07,442669038,952320130,20,5800136,360,55565,3662,3000,160129,200,2497318,10,13781839,5,"北京6注,河北1注,辽宁1注,上海3注,浙江4注,山东2注,四川1注,贵州1注,陕西1注,共20注。其中一等奖特别奖为：北京1注,河北1注,山东2注,四川1注,陕西1注；一等奖普惠奖为：北京5注,辽宁1注,上海3注,浙江4注,贵州1注。"
2019128,2019-11-07(四),"03,08,12,16,17,19",08,342336168,1008312621,9,6051317,118,100231,2428,3000,114474,200,1818896,10,14413535,5,"北京1注,内蒙古1注,福建1注,江西1注,湖北1注,甘肃1注,新疆3注,共9注。"
2019127,2019-11-05(二),"02,06,07,12,17,24",10,338393664,1027292513,15,5970153,227,80133,2109,3000,91352,200,1481099,10,10728601,5,"河北1注,江苏1注,江西1注,山东2注,重庆1注,河南1注,湖北2注,广西3注,四川1注,云南1注,深圳1注,共15注。"
2019126,2019-11-03(日),"02,14,17,29,32,33",16,369776508,1062273688,8,7151842,81,265659,1124,3000,57550,200,1089822,10,13867310,5,"河北1注,黑龙江1注,上海1注,山东1注,湖北1注,广东1注,云南1注,甘肃1注,共8注。"
2019125,2019-10-31(四),"02,11,12,26,27,29",03,342491160,1054933143,8,7374072,253,93836,1489,3000,71139,200,1302739,10,8227113,5,"河北1注,浙江5注,广东1注,四川1注,共8注。"
