期号,时间,开奖号码,奖池奖金,销售额,一等奖人数,一等奖金额,二等奖人数,二等奖金额,三等奖人数,三等奖金额,四等奖人数,四等奖金额,五等奖人数,五等奖金额,六等奖人数,六等奖金额,七等奖人数,七等奖金额,八等奖人数,八等奖金额,九等奖人数,九等奖金额
11047,2011-04-25,02 15 22 33 35 05 08,"386,905,515",,1,"10,000,000",12,"3,850,908",39,"819,429",352,"1,056,000","3,828","2,296,800","22,268","2,226,800",,,,,,
11046,2011-04-23,09 15 16 19 29 04 06,"381,020,504",,2,"13,854,094",112,"3,642,688",185,"1,110,000",334,"1,002,000","9,931","5,958,600","33,846","3,384,600",,,,,,
11045,2011-04-20,13 21 22 29 31 07 11,"387,770,674",,0,0,38,"4,031,686",57,"939,189",376,"1,128,000","5,415","3,249,000","22,023","2,202,300",,,,,,
11044,2011-04-18,11 21 24 26 31 06 07,"371,458,144",,0,0,50,"2,541,300",82,"626,070",301,"903,000","10,606","6,363,600","24,173","2,417,300",,,,,,
11043,2011-04-16,02 08 23 33 35 05 10,"361,242,100",,0,0,79,"2,722,419",174,"1,044,000",459,"1,377,000","10,515","6,309,000","31,852","3,185,200",,,,,,
11042,2011-04-13,06 09 18 30 32 10 12,"349,947,313",,1,"10,000,000",44,"4,181,848",87,"1,043,739",200,"600,000","5,198","3,118,800","21,631","2,163,100",,,,,,
11041,2011-04-11,04 05 11 13 25 03 06,"341,699,221",,3,"21,069,066",24,"4,046,040",53,"1,027,617",194,"582,000","4,294","2,576,400","18,167","1,816,700",,,,,,
11040,2011-04-09,03 07 15 18 20 01 06,"348,774,894",,0,0,20,"5,248,240",50,"1,224,400",173,"519,000","3,806","2,283,600","15,783","1,578,300",,,,,,
11039,2011-04-06,01 11 14 22 34 06 08,"327,322,701",,2,"17,290,224",16,"4,226,208",30,"1,029,690",157,"471,000","3,333","1,999,800","13,377","1,337,700",,,,,,
11038,2011-04-04,07 09 11 13 33 10 12,"326,387,365",,1,"9,768,864",16,"4,423,280",95,"952,755",112,"336,000","3,291","1,974,600","12,365","1,236,500",,,,,,
11037,2011-04-02,01 12 14 22 24 10 12,"322,942,088",,1,"10,000,000",20,"4,561,760",78,"1,058,928",259,"777,000","4,774","2,864,400","18,108","1,810,800",,,,,,
11036,2011-03-30,03 18 29 30 33 08 09,"313,269,458",,0,0,20,"3,942,480",49,"866,614",239,"717,000","6,370","3,822,000","16,577","1,657,700",,,,,,
11035,2011-03-28,03 04 13 15 32 04 09,"298,041,572",,0,0,10,"4,253,050",38,"1,054,766",199,"597,000","2,806","1,683,600","13,974","1,397,400",,,,,,
11034,2011-03-26,03 06 09 17 27 03 09,"279,221,801",,0,0,29,"4,971,702",91,"1,332,513",211,"633,000","3,858","2,314,800","16,696","1,669,600",,,,,,
11033,2011-03-23,03 19 24 29 33 03 09,"256,334,761",,1,"9,011,343",17,"3,531,019",42,"880,908",268,"804,000","4,696","2,817,600","16,451","1,645,100",,,,,,
11032,2011-03-21,07 16 23 31 33 03 10,"254,707,534",,1,"10,000,000",29,"2,692,012",75,"703,950",281,"843,000","5,687","3,412,200","20,361","2,036,100",,,,,,
11031,2011-03-19,12 17 19 22 35 04 11,"250,852,819",,0,0,26,"4,487,522",48,"1,000,320",333,"999,000","4,395","2,637,000","18,672","1,867,200",,,,,,
11030,2011-03-16,15 19 25 30 33 03 08,"232,471,208",,9,"45,000,000",112,"1,344,000",171,"1,026,000","1,574","4,722,000","14,746","8,847,600","58,894","5,889,400",,,,,,
11029,2011-03-14,03 09 17 24 28 06 12,"283,471,208",,2,"15,010,418",30,"3,877,080",53,"919,073",164,"492,000","4,047","2,428,200","15,420","1,542,000",,,,,,
11028,2011-03-12,01 02 13 17 28 01 04,"286,700,891",,0,0,32,"4,742,656",49,"1,117,249",137,"411,000","3,948","2,368,800","14,138","1,413,800",,,,,,
11027,2011-03-09,05 14 25 34 35 02 05,"266,248,099",,3,"20,868,360",62,"3,416,262",133,"868,357",309,"927,000","6,790","4,074,000","23,185","2,318,500",,,,,,
11026,2011-03-07,01 09 15 20 29 07 09,"272,445,556",,0,0,13,"4,167,410",58,"1,008,678",171,"513,000","3,387","2,032,200","12,371","1,237,100",,,,,,
11025,2011-03-05,08 09 25 28 29 02 10,"254,653,894",,1,"10,000,000",50,"4,054,800",155,"930,000",190,"570,000","5,846","3,507,600","20,921","2,092,100",,,,,,
11024,2011-03-02,12 15 16 20 33 08 12,"247,441,137",,1,"10,000,000",19,"4,183,781",48,"1,143,984",118,"354,000","3,159","1,895,400","13,025","1,302,500",,,,,,
11023,2011-02-28,05 13 16 18 24 02 12,"238,779,266",,1,"9,775,276",16,"4,158,048",33,"1,061,148",104,"312,000","2,701","1,620,600","11,494","1,149,400",,,,,,
11022,2011-02-26,09 14 24 25 34 01 04,"235,318,601",,0,0,27,"4,509,513",55,"1,001,385",125,"375,000","5,250","3,150,000","17,455","1,745,500",,,,,,
11021,2011-02-23,01 09 13 17 30 02 08,"216,528,880",,0,0,31,"2,594,576",38,"668,610",326,"978,000","5,256","3,153,600","19,558","1,955,800",,,,,,
11020,2011-02-21,09 12 19 22 28 01 05,"204,915,970",,0,0,27,"3,214,863",87,"712,443",163,"489,000","5,237","3,142,200","16,843","1,684,300",,,,,,
11019,2011-02-19,08 21 23 27 33 06 11,"190,984,829",,3,"17,458,536",58,"1,733,678",80,"480,000",627,"1,881,000","9,544","5,726,400","34,979","3,497,900",,,,,,
11018,2011-02-16,16 22 24 32 34 02 10,"204,559,462",,0,0,14,"3,390,758",31,"887,933",140,"420,000","3,452","2,071,200","12,057","1,205,700",,,,,,
11017,2011-02-14,16 19 24 26 31 02 04,"190,209,245",,0,0,19,"3,271,629",47,"788,942",147,"441,000","3,823","2,293,800","12,331","1,233,100",,,,,,
11016,2011-02-12,15 20 30 33 35 06 09,"177,165,752",,0,0,30,"2,585,910",85,"692,325",291,"873,000","5,498","3,298,800","23,269","2,326,900",,,,,,
11015,2011-02-09,08 18 19 22 23 01 03,"164,947,287",,0,0,29,"2,489,911",66,"541,728",114,"342,000","5,694","3,416,400","14,843","1,484,300",,,,,,
11014,2011-01-31,02 14 20 21 24 02 09,"155,416,933",,0,0,15,"3,818,595",29,"934,351",160,"480,000","2,566","1,539,600","10,157","1,015,700",,,,,,
11013,2011-01-29,05 08 14 28 30 04 06,"139,951,606",,0,0,29,"2,499,945",51,"615,978",260,"780,000","4,870","2,922,000","16,717","1,671,700",,,,,,
11012,2011-01-26,03 12 19 25 30 08 11,0,,2,"13,612,094",40,"2,067,000",228,"1,368,000",276,"828,000","6,210","3,726,000","22,342","2,234,200",,,,,,
11011,2011-01-24,02 17 23 24 30 02 09,0,,0,0,24,"2,704,296",49,"708,491",197,"591,000","4,832","2,899,200","15,956","1,595,600",,,,,,
11010,2011-01-22,04 08 10 14 27 05 07,0,,0,0,14,"3,802,638",22,"957,022",127,"381,000","2,861","1,716,600","10,365","1,036,500",,,,,,
11009,2011-01-19,09 10 11 14 24 03 08,0,,1,"5,000,000",16,"2,755,600",39,"654,303",240,"720,000","2,870","1,722,000","14,815","1,481,500",,,,,,
11008,2011-01-17,01 23 26 27 30 05 06,"98,414,874",,2,"13,456,198",43,"2,914,024",47,"695,553",251,"753,000","4,580","2,748,000","14,864","1,486,400",,,,,,
11007,2011-01-15,14 24 32 33 35 02 09,0,,0,0,48,"2,465,712",85,"634,695",277,"831,000","6,598","3,958,800","23,378","2,337,800",,,,,,
11006,2011-01-12,02 08 16 26 35 11 12,"93,810,617",,8,"43,792,168",31,"2,999,839",46,"874,368",93,"279,000","3,205","1,923,000","12,308","1,230,800",,,,,,
11005,2011-01-10,01 07 25 27 30 07 12,0,,0,0,12,"4,154,304",27,"959,742",90,"270,000","2,046","1,227,600","8,806","880,600",,,,,,
11004,2011-01-08,07 08 10 23 25 07 09,0,,0,0,23,"3,390,844",28,"799,148",218,"654,000","4,187","2,512,200","14,204","1,420,400",,,,,,
11003,2011-01-05,01 24 27 30 31 01 06,0,,1,"9,782,435",25,"2,974,150",68,"682,584",385,"1,155,000","3,810","2,286,000","18,710","1,871,000",,,,,,
11002,2011-01-03,11 13 27 28 29 02 06,0,,0,0,82,"1,862,466",126,"756,000",189,"567,000","7,029","4,217,400","20,246","2,024,600",,,,,,
11001,2011-01-01,07 08 15 32 34 05 12,0,,2,"15,013,122",36,"2,992,896",70,"718,480",258,"774,000","5,394","3,236,400","16,356","1,635,600",,,,,,
10153,2010-12-29,06 07 16 24 35 04 06,0,,1,"10,000,000",28,"2,994,712",55,"712,745",176,"528,000","3,974","2,384,400","12,293","1,229,300",,,,,,
10152,2010-12-27,02 05 18 22 23 07 12,0,,1,"5,000,000",32,"2,957,376",39,"767,988",168,"504,000","2,944","1,766,400","11,505","1,150,500",,,,,,
10151,2010-12-25,01 10 32 33 35 03 08,0,,10,"52,821,150",77,"2,342,109",244,"1,464,000",336,"1,008,000","6,096","3,657,600","24,922","2,492,200",,,,,,
10150,2010-12-22,05 24 28 29 35 01 09,0,,0,0,14,"3,215,632",42,"763,686",283,"849,000","3,973","2,383,800","13,335","1,333,500",,,,,,
10149,2010-12-20,05 22 24 25 30 01 06,0,,1,"8,501,320",21,"3,351,684",40,"771,640",131,"393,000","3,820","2,292,000","15,108","1,510,800",,,,,,
10148,2010-12-18,03 04 08 10 35 02 06,0,,0,0,18,"3,551,796",56,"810,208",134,"402,000","3,434","2,060,400","11,383","1,138,300",,,,,,
10147,2010-12-15,01 15 19 21 23 11 12,0,,0,0,13,"3,899,597",40,"925,960",87,"261,000","2,203","1,321,800","8,590","859,000",,,,,,
10146,2010-12-13,14 17 30 31 34 04 10,0,,0,0,36,"2,187,216",52,"528,372",317,"951,000","5,346","3,207,600","22,906","2,290,600",,,,,,
10145,2010-12-11,18 19 27 28 33 03 06,0,,5,"28,018,865",37,"1,939,540",82,"521,520",966,"2,898,000","7,524","4,514,400","28,691","2,869,100",,,,,,
10144,2010-12-08,02 11 16 22 31 10 11,0,,0,0,17,"3,990,444",33,"919,347",99,"297,000","2,745","1,647,000","9,444","944,400",,,,,,
10143,2010-12-06,10 16 18 22 27 06 08,0,,2,"15,391,968",20,"3,391,160",59,"815,675",216,"648,000","4,443","2,665,800","16,679","1,667,900",,,,,,
10142,2010-12-04,10 11 19 21 27 04 06,0,,1,"10,000,000",33,"3,508,362",63,"851,382",252,"756,000","4,715","2,829,000","15,770","1,577,000",,,,,,
10141,2010-12-01,05 11 17 23 33 03 10,0,,3,"18,708,234",67,"2,338,367",133,"798,000",310,"930,000","6,218","3,730,800","21,267","2,126,700",,,,,,
10140,2010-11-29,06 18 20 30 31 03 06,0,,0,0,49,"1,986,166",223,"1,338,000",250,"750,000","8,197","4,918,200","34,628","3,462,800",,,,,,
10139,2010-11-27,03 13 16 19 29 07 09,0,,3,"19,170,450",34,"3,259,648",63,"837,459",243,"729,000","4,383","2,629,800","19,255","1,925,500",,,,,,
10138,2010-11-24,08 12 14 19 27 05 06,0,,3,"19,290,528",40,"2,455,200",75,"620,700",268,"804,000","6,239","3,743,400","20,084","2,008,400",,,,,,
10137,2010-11-22,22 27 28 33 35 09 11,0,,6,"31,752,696",59,"1,101,235",133,"798,000",564,"1,692,000","9,444","5,666,400","29,056","2,905,600",,,,,,
10136,2010-11-20,03 13 18 30 33 07 08,0,,2,"14,272,860",61,"2,657,526",49,"833,882",284,"852,000","5,879","3,527,400","16,115","1,611,500",,,,,,
10135,2010-11-17,14 17 19 26 32 03 04,0,,0,0,16,"4,027,360",46,"876,530",85,"255,000","3,034","1,820,400","14,006","1,400,600",,,,,,
10134,2010-11-15,09 12 13 19 30 04 05,0,,1,"6,676,733",91,"1,092,000",79,"474,000",380,"1,140,000","10,589","6,353,400","25,368","2,536,800",,,,,,
10133,2010-11-13,11 16 17 21 22 03 06,0,,1,"10,000,000",14,"4,352,684",44,"1,120,328",137,"411,000","3,043","1,825,800","12,159","1,215,900",,,,,,
10132,2010-11-10,18 21 23 25 29 06 11,0,,1,"10,000,000",11,"3,933,325",42,"874,524",126,"378,000","2,670","1,602,000","10,419","1,041,900",,,,,,
10131,2010-11-08,10 15 22 28 29 04 12,0,,0,0,17,"3,141,124",83,"852,908",154,"462,000","3,769","2,261,400","12,432","1,243,200",,,,,,
10130,2010-11-06,05 06 09 10 34 08 11,0,,0,0,25,"3,495,150",56,"871,304",172,"516,000","3,981","2,388,600","15,783","1,578,300",,,,,,
10129,2010-11-03,14 15 24 25 26 03 07,0,,3,"16,251,543",101,"1,212,000",104,"624,000",698,"2,094,000","8,245","4,947,000","30,186","3,018,600",,,,,,
10128,2010-11-01,06 17 19 29 35 02 08,0,,5,"26,684,010",46,"1,075,066",85,"510,000",618,"1,854,000","8,228","4,936,800","31,054","3,105,400",,,,,,
10127,2010-10-30,03 22 24 30 33 04 10,0,,1,"9,402,165",8,"2,395,736",51,"542,283",285,"855,000","3,520","2,112,000","17,912","1,791,200",,,,,,
10126,2010-10-27,03 05 09 13 33 05 11,0,,0,0,7,"3,235,302",25,"681,775",153,"459,000","3,176","1,905,600","11,409","1,140,900",,,,,,
10125,2010-10-25,01 07 09 14 19 09 12,0,,0,0,11,"3,328,149",30,"849,270",96,"288,000","3,111","1,866,600","11,061","1,106,100",,,,,,
10124,2010-10-23,01 09 27 29 34 01 06,0,,0,0,16,"3,655,968",72,"862,056",139,"417,000","4,272","2,563,200","18,149","1,814,900",,,,,,
10123,2010-10-20,18 20 30 32 33 01 11,0,,2,"11,992,094",39,"1,106,703",75,"450,000",717,"2,151,000","6,749","4,049,400","32,675","3,267,500",,,,,,
10122,2010-10-18,05 06 11 13 26 02 07,0,,3,"19,543,515",11,"3,277,285",52,"711,620",164,"492,000","3,466","2,079,600","12,525","1,252,500",,,,,,
10121,2010-10-16,21 22 31 32 34 02 12,0,,3,"20,048,751",41,"3,568,927",182,"1,092,000",202,"606,000","4,464","2,678,400","20,410","2,041,000",,,,,,
10120,2010-10-13,08 10 18 34 35 06 10,0,,4,"24,113,812",34,"2,898,194",100,"727,300",236,"708,000","5,136","3,081,600","17,142","1,714,200",,,,,,
10119,2010-10-11,05 13 14 23 26 02 03,0,,0,0,40,"2,906,200",102,"743,376",167,"501,000","4,227","2,536,200","14,138","1,413,800",,,,,,
10118,2010-10-09,19 22 23 29 35 08 10,0,,2,"13,003,018",25,"2,483,400",44,"552,640",412,"1,236,000","6,608","3,964,800","21,255","2,125,500",,,,,,
10117,2010-10-06,04 06 21 27 34 05 09,0,,1,"8,198,920",17,"1,991,992",24,"473,904",377,"1,131,000","3,613","2,167,800","17,336","1,733,600",,,,,,
10116,2010-10-04,14 22 27 28 35 04 10,0,,0,0,25,"2,207,875",39,"574,041",246,"738,000","4,070","2,442,000","15,356","1,535,600",,,,,,
10115,2010-10-02,05 07 10 15 32 03 08,0,,1,"8,826,809",11,"3,350,831",25,"911,125",152,"456,000","2,431","1,458,600","10,622","1,062,200",,,,,,
10114,2010-09-29,03 07 22 25 35 03 11,0,,0,0,14,"3,209,934",27,"829,440",111,"333,000","2,795","1,677,000","11,645","1,164,500",,,,,,
10113,2010-09-27,05 16 22 23 32 04 10,0,,1,"7,297,103",63,"1,351,224",117,"702,000",343,"1,029,000","8,635","5,181,000","23,463","2,346,300",,,,,,
10112,2010-09-25,14 15 18 34 35 08 10,0,,0,0,34,"2,454,970",40,"620,880",186,"558,000","4,407","2,644,200","13,767","1,376,700",,,,,,
10111,2010-09-22,03 06 13 14 29 01 02,0,,1,"10,000,000",14,"2,990,596",50,"700,800",129,"387,000","2,990","1,794,000","10,508","1,050,800",,,,,,
10110,2010-09-20,21 29 30 33 35 07 11,0,,5,"25,000,000",127,"1,524,000",185,"1,110,000",756,"2,268,000","17,531","10,518,600","38,088","3,808,800",,,,,,
10109,2010-09-18,01 02 08 11 25 10 12,0,,1,"10,000,000",20,"3,092,700",45,"855,990",130,"390,000","3,752","2,251,200","13,166","1,316,600",,,,,,
10108,2010-09-15,01 10 13 19 34 09 12,0,,0,0,4,"3,568,472",25,"936,050",73,"219,000","2,208","1,324,800","8,440","844,000",,,,,,
10107,2010-09-13,14 17 22 27 34 03 05,0,,0,0,8,"3,853,976",12,"941,592",108,"324,000","2,050","1,230,000","7,517","751,700",,,,,,
10106,2010-09-11,05 27 28 29 34 09 12,0,,1,"8,059,291",49,"1,778,210",48,"448,224",544,"1,632,000","7,638","4,582,800","21,579","2,157,900",,,,,,
10105,2010-09-08,05 17 26 27 35 08 09,0,,3,"18,492,828",31,"2,161,227",66,"520,608",221,"663,000","5,948","3,568,800","17,307","1,730,700",,,,,,
10104,2010-09-06,14 25 30 32 33 01 11,0,,0,0,23,"2,542,719",84,"681,576",264,"792,000","4,100","2,460,000","18,883","1,888,300",,,,,,
10103,2010-09-04,10 14 29 30 35 05 08,0,,1,"7,675,135",28,"2,628,192",65,"658,645",333,"999,000","5,374","3,224,400","21,383","2,138,300",,,,,,
10102,2010-09-01,04 15 19 24 35 01 10,0,,1,"5,000,000",13,"3,077,412",46,"839,960",66,"198,000","1,999","1,199,400","9,155","915,500",,,,,,
10101,2010-08-30,11 15 22 27 35 05 08,0,,1,"5,000,000",15,"2,993,550",25,"775,100",83,"249,000","2,408","1,444,800","10,738","1,073,800",,,,,,
10100,2010-08-28,19 20 30 33 35 06 08,0,,3,"15,000,000",26,"2,979,288",68,"700,876",187,"561,000","4,095","2,457,000","13,738","1,373,800",,,,,,
10099,2010-08-25,03 11 17 21 30 01 08,0,,0,0,21,"3,540,600",66,"783,024",79,"237,000","2,130","1,278,000","9,383","938,300",,,,,,
10098,2010-08-23,02 03 12 13 25 01 07,0,,3,"15,000,000",21,"2,981,202",51,"783,717",101,"303,000","2,882","1,729,200","10,928","1,092,800",,,,,,
10097,2010-08-21,09 17 21 28 29 02 08,0,,0,0,12,"2,296,200",65,"516,880",314,"942,000","3,862","2,317,200","17,893","1,789,300",,,,,,
10096,2010-08-18,04 09 24 30 35 01 10,0,,2,"10,000,000",16,"2,687,360",65,"742,885",139,"417,000","3,313","1,987,800","12,638","1,263,800",,,,,,
10095,2010-08-16,12 14 16 19 25 01 06,0,,0,0,12,"2,831,352",49,"733,677",120,"360,000","2,980","1,788,000","12,762","1,276,200",,,,,,
10094,2010-08-14,20 32 33 34 35 06 07,0,,15,"75,000,000",161,"1,932,000",330,"1,980,000","1,614","4,842,000","17,348","10,408,800","56,574","5,657,400",,,,,,
10093,2010-08-11,02 04 09 28 29 05 08,0,,1,"10,000,000",15,"3,045,585",38,"757,112",192,"576,000","2,651","1,590,600","13,127","1,312,700",,,,,,
10092,2010-08-09,02 15 29 30 34 02 12,0,,2,"12,230,524",44,"1,586,860",63,"402,696",409,"1,227,000","5,019","3,011,400","19,763","1,976,300",,,,,,
10091,2010-08-07,06 10 23 26 31 05 07,0,,0,0,14,"3,814,706",46,"960,250",95,"285,000","3,050","1,830,000","11,483","1,148,300",,,,,,
10090,2010-08-04,08 24 26 31 32 07 09,0,,0,0,24,"1,492,968",29,"318,333",228,"684,000","5,552","3,331,200","15,662","1,566,200",,,,,,
10089,2010-08-02,04 10 13 18 23 08 10,0,,0,0,21,"2,435,076",47,"586,090",153,"459,000","4,440","2,664,000","14,331","1,433,100",,,,,,
10088,2010-07-31,03 05 14 30 35 03 06,0,,0,0,20,"2,378,460",29,"571,387",238,"714,000","3,663","2,197,800","15,729","1,572,900",,,,,,
10087,2010-07-28,01 12 20 21 24 02 08,0,,1,"5,000,000",29,"2,125,555",20,"527,860",194,"582,000","3,537","2,122,200","13,120","1,312,000",,,,,,
10086,2010-07-26,01 02 12 19 35 05 07,0,,0,0,17,"2,517,054",38,"646,608",106,"318,000","2,994","1,796,400","12,261","1,226,100",,,,,,
10085,2010-07-24,02 10 16 18 34 02 03,0,,0,0,12,"3,094,620",32,"782,976",92,"276,000","3,228","1,936,800","8,838","883,800",,,,,,
10084,2010-07-21,03 13 14 22 26 02 05,0,,2,"10,000,000",11,"2,557,379",23,"615,503",163,"489,000","2,583","1,549,800","10,219","1,021,900",,,,,,
10083,2010-07-19,07 11 21 22 35 04 07,0,,0,0,19,"2,402,208",66,"513,348",137,"411,000","2,916","1,749,600","11,707","1,170,700",,,,,,
10082,2010-07-17,05 08 24 29 30 04 06,0,,1,"5,000,000",27,"2,073,897",33,"569,250",195,"585,000","4,405","2,643,000","12,943","1,294,300",,,,,,
10081,2010-07-14,14 18 20 24 27 05 10,0,,2,"10,000,000",15,"2,781,030",29,"643,220",175,"525,000","2,224","1,334,400","11,635","1,163,500",,,,,,
10080,2010-07-12,08 19 27 29 34 04 10,0,,3,"15,000,000",42,"559,566",56,"336,000",439,"1,317,000","7,046","4,227,600","20,846","2,084,600",,,,,,
10079,2010-07-10,01 04 21 22 24 02 05,0,,1,"5,000,000",12,"3,714,648",49,"845,789",99,"297,000","2,215","1,329,000","9,600","960,000",,,,,,
10078,2010-07-07,02 03 15 28 35 01 11,0,,3,"15,000,000",37,"2,970,471",107,"689,294",113,"339,000","2,613","1,567,800","11,466","1,146,600",,,,,,
10077,2010-07-05,06 07 09 17 24 02 12,0,,0,0,3,"3,056,493",38,"849,832",40,"120,000","1,473","883,800","6,540","654,000",,,,,,
10076,2010-07-03,09 12 16 19 35 02 12,0,,1,"5,000,000",7,"3,681,923",47,"917,393",69,"207,000","2,115","1,269,000","8,840","884,000",,,,,,
10075,2010-06-30,10 12 17 23 27 05 07,0,,0,0,12,"2,956,692",27,"658,962",128,"384,000","2,502","1,501,200","8,410","841,000",,,,,,
10074,2010-06-28,03 07 20 27 32 02 12,0,,0,0,21,"2,047,185",46,"490,682",204,"612,000","3,135","1,881,000","12,909","1,290,900",,,,,,
10073,2010-06-26,04 09 11 30 32 01 11,0,,1,"5,000,000",13,"3,262,896",64,"758,080",108,"324,000","2,579","1,547,400","10,983","1,098,300",,,,,,
10072,2010-06-23,05 10 17 23 25 03 10,0,,2,"10,000,000",18,"2,180,016",27,"591,381",205,"615,000","3,370","2,022,000","13,480","1,348,000",,,,,,
10071,2010-06-21,07 12 26 30 32 02 07,0,,11,"55,000,000",66,"792,000",140,"840,000",970,"2,910,000","8,581","5,148,600","33,589","3,358,900",,,,,,
10070,2010-06-19,05 14 23 25 28 11 12,0,,0,0,31,"2,122,508",64,"533,056",141,"423,000","5,076","3,045,600","15,766","1,576,600",,,,,,
10069,2010-06-16,06 17 18 25 29 08 09,0,,2,"10,000,000",59,"937,628",55,"330,000",302,"906,000","6,749","4,049,400","16,890","1,689,000",,,,,,
10068,2010-06-14,11 17 19 20 34 06 10,0,,0,0,12,"2,528,844",31,"646,102",124,"372,000","2,501","1,500,600","10,044","1,004,400",,,,,,
10067,2010-06-12,01 11 19 30 32 03 10,0,,1,"5,000,000",78,"936,000",83,"498,000",610,"1,830,000","8,935","5,361,000","29,239","2,923,900",,,,,,
10066,2010-06-09,15 21 22 24 27 01 06,0,,0,0,5,"3,313,070",16,"864,880",58,"174,000","1,519","911,400","7,044","704,400",,,,,,
10065,2010-06-07,05 08 13 14 32 08 11,0,,0,0,34,"1,391,110",71,"426,000",326,"978,000","5,960","3,576,000","21,103","2,110,300",,,,,,
10064,2010-06-05,07 10 12 20 21 06 09,0,,4,"20,000,000",16,"2,661,120",33,"733,260",208,"624,000","2,617","1,570,200","10,840","1,084,000",,,,,,
10063,2010-06-02,07 14 16 30 31 03 06,0,,3,"15,000,000",15,"2,984,250",25,"673,850",117,"351,000","2,412","1,447,200","9,358","935,800",,,,,,
10062,2010-05-31,06 07 18 30 31 07 08,0,,2,"10,000,000",36,"2,054,916",53,"497,087",236,"708,000","4,438","2,662,800","13,850","1,385,000",,,,,,
10061,2010-05-29,05 12 14 17 22 05 07,0,,0,0,13,"3,118,830",39,"790,374",154,"462,000","2,766","1,659,600","9,986","998,600",,,,,,
10060,2010-05-26,10 13 22 33 34 01 05,0,,0,0,6,"2,377,146",56,"625,912",123,"369,000","3,416","2,049,600","12,457","1,245,700",,,,,,
10059,2010-05-24,06 10 14 25 34 01 03,0,,1,"5,000,000",6,"2,719,830",44,"742,236",60,"180,000","2,095","1,257,000","8,265","826,500",,,,,,
10058,2010-05-22,06 15 17 19 30 01 12,0,,0,0,9,"3,928,077",24,"872,904",93,"279,000","1,978","1,186,800","9,307","930,700",,,,,,
10057,2010-05-19,15 17 24 32 35 07 09,0,,0,0,14,"2,317,084",40,"617,120",125,"375,000","3,318","1,990,800","11,105","1,110,500",,,,,,
10056,2010-05-17,05 09 23 25 30 09 12,0,,1,"5,000,000",27,"1,765,584",56,"465,304",197,"591,000","4,305","2,583,000","14,285","1,428,500",,,,,,
10055,2010-05-15,13 14 17 27 32 02 10,0,,1,"5,000,000",18,"2,633,238",70,"656,040",169,"507,000","4,297","2,578,200","19,002","1,900,200",,,,,,
10054,2010-05-12,12 25 29 30 33 10 11,0,,0,0,39,"1,593,150",88,"528,000",343,"1,029,000","6,387","3,832,200","23,128","2,312,800",,,,,,
10053,2010-05-10,09 19 22 26 34 09 11,0,,7,"35,000,000",95,"1,140,000",117,"702,000",465,"1,395,000","12,141","7,284,600","25,104","2,510,400",,,,,,
10052,2010-05-08,04 06 25 29 32 05 06,0,,0,0,14,"3,481,030",35,"830,900",97,"291,000","2,733","1,639,800","10,410","1,041,000",,,,,,
10051,2010-05-05,06 10 20 24 32 06 10,0,,1,"5,000,000",19,"2,825,509",45,"724,950",170,"510,000","2,431","1,458,600","11,947","1,194,700",,,,,,
10050,2010-05-03,07 08 15 30 35 05 10,0,,7,"35,000,000",29,"2,489,563",51,"594,660",213,"639,000","2,809","1,685,400","11,636","1,163,600",,,,,,
10049,2010-05-01,01 25 29 31 33 04 10,0,,5,"25,000,000",17,"1,279,692",45,"285,525",605,"1,815,000","4,797","2,878,200","24,422","2,442,200",,,,,,
10048,2010-04-28,02 03 10 12 25 03 09,0,,0,0,11,"1,870,242",32,"480,928",280,"840,000","3,996","2,397,600","16,162","1,616,200",,,,,,
10047,2010-04-26,04 08 11 30 31 02 08,0,,1,"5,000,000",18,"1,737,432",38,"419,406",200,"600,000","4,216","2,529,600","16,207","1,620,700",,,,,,
10046,2010-04-24,02 15 19 26 27 05 06,0,,1,"5,000,000",27,"2,248,803",48,"555,216",189,"567,000","5,773","3,463,800","15,381","1,538,100",,,,,,
10045,2010-04-21,08 17 18 20 28 09 10,0,,0,0,19,"2,621,069",32,"743,456",106,"318,000","2,734","1,640,400","8,717","871,700",,,,,,
10044,2010-04-19,06 21 24 28 30 02 07,0,,2,"10,000,000",10,"3,027,740",45,"807,075",89,"267,000","2,323","1,393,800","11,937","1,193,700",,,,,,
10043,2010-04-17,05 08 10 33 35 02 10,0,,1,"5,000,000",16,"2,538,848",41,"683,675",119,"357,000","4,015","2,409,000","12,991","1,299,100",,,,,,
10042,2010-04-14,01 05 19 34 35 06 07,0,,1,"5,000,000",38,"2,366,146",67,"578,143",174,"522,000","4,180","2,508,000","14,336","1,433,600",,,,,,
10041,2010-04-12,16 22 28 29 34 04 12,0,,1,"5,000,000",41,"1,680,303",59,"447,220",275,"825,000","5,016","3,009,600","15,908","1,590,800",,,,,,
10040,2010-04-10,13 20 26 31 35 02 11,0,,4,"20,000,000",38,"2,320,166",82,"625,824",211,"633,000","4,889","2,933,400","17,182","1,718,200",,,,,,
10039,2010-04-07,07 19 26 28 32 01 08,0,,0,0,34,"2,229,006",74,"533,984",109,"327,000","5,725","3,435,000","15,805","1,580,500",,,,,,
10038,2010-04-05,08 10 25 29 33 01 02,0,,1,"5,000,000",15,"2,784,315",52,"698,308",62,"186,000","2,509","1,505,400","10,338","1,033,800",,,,,,
10037,2010-04-03,19 21 26 34 35 01 09,0,,1,"5,000,000",33,"2,339,733",51,"602,616",380,"1,140,000","5,058","3,034,800","18,343","1,834,300",,,,,,
